word,score
торжественно_ADJ,0
торжественный_ADJ,0
торчать_NOUN,1
точный_ADJ,0
традиционный_ADJ,0
требовательный_ADJ,0
трезвый_ADJ,0
трещать_NOUN,1
три_ADJ,0
тривиальный_ADJ,0
трогательно_ADJ,0
трогательный_ADJ,0
тропический_ADJ,0
трудный_ADJ,0
труп_NOUN,1
тугой_ADJ,0
тужиться_VERB,1
туша_ADJ,1
тушеный_ADJ,0
тяжеловатый_ADJ,0
тяжелый_ADJ,1
тянучий_ADJ,0
тёмный_ADJ,0
тёплый_ADJ,0
убедительный_ADJ,0
убивать_VERB,1
ублюдок_NOUN,1
уборный_ADJ,0
уважительный_ADJ,0
увлекательный_ADJ,0
угробить_VERB,1
удачной_ADJ,0
удачный_ADJ,1
удобно_ADJ,0
удушать_VERB,1
уединенный_ADJ,0
уединенный_VERB,0
ужасный_ADJ,0
узнаваемый_ADJ,0
узнавать_ADJ,0
указательный_ADJ,0
уличить_VERB,1
улыбчивый_ADJ,0
улётный_ADJ,0
умелый_ADJ,0
умеренный_ADJ,0
умереть_ADJ,0
уместный_ADJ,0
умилительный_ADJ,0
умиротворенность_NOUN,0
умиротворенный_ADJ,0
умиротворять_VERB,0
умиротворяюще-радостный_ADJ,0
умный_ADJ,0
упругий_ADJ,0
упругия_ADJ,0
упырь_NOUN,1
уравновешенный_ADJ,0
усердный_ADJ,0
услаждать_VERB,0
условный_ADJ,0
услужливость_NOUN,0
услужливый_ADJ,1
успокаивающе_ADJ,0
устойчивый_ADJ,0
утешительный_ADJ,0
утопичть_ADJ,0
участливый_ADJ,0
учтив_ADJ,0
учтиво_ADJ,0
учтивость_NOUN,0
учтивый_ADJ,0
учтивый_NOUN,0
учтить_ADJ,0
уют_NOUN,0
уют_VERB,0
уютность_NOUN,0
уютный_ADJ,0
уютть_ADJ,0
фантазийный_ADJ,0
фарфоровый_ADJ,0
фашист_NOUN,1
фееричный_ADJ,0
фирменный_ADJ,0
фотогеничен_ADJ,0
фруктовый_ADJ,0
халтурить_VERB,1
халтурный_ADJ,0
хамоватый_ADJ,1
хер_NOUN,1
хлебный_ADJ,0
хлебосольный_ADJ,0
хлебосольство_NOUN,0
хмельный_ADJ,0
хмырь_NOUN,1
ходка_NOUN,1
хозяйка_NOUN,0
холодноватый_ADJ,0
холодный_ADJ,1
холопений_ADJ,0
хорошенький_ADJ,0
хороший_ADJ,0
хорошо_ADJ,0
хрен_ADJ,1
хрипеть_VERB,1
хрустящий_ADJ,1
хулиган_NOUN,1
целиковый_ADJ,0
целостный_ADJ,0
цельный_ADJ,0
ценить_NOUN,0
ценить_VERB,0
ценный_ADJ,0
церемонный_ADJ,0
чай-зеленый_ADJ,0
чебуречный_ADJ,0
человечный_ADJ,0
черносливовый_ADJ,0
черствоват_ADJ,0
черствый_ADJ,0
чертыхаться_VERB,1
честный_ADJ,0
четкий_ADJ,0
четко_ADJ,0
чешский_ADJ,0
чинный_ADJ,0
чиркать_VERB,1
чисто_ADJ,0
чистый_ADJ,1
чищенный_ADJ,0
чп_NOUN,1
чувствительный_ADJ,0
чудесной_ADJ,0
чудесный_ADJ,0
чудесный_NOUN,0
чудной_ADJ,0
чудный_ADJ,0
чуткий_ADJ,0
чёткий_ADJ,0
шантажировать_VERB,1
шатать_VERB,1
шедеврально_ADJ,0
шиворот_NOUN,1
шикарный_ADJ,0
шмонать_VERB,1
шпала_NOUN,1
шприц_NOUN,1
штурмовать_VERB,1
шумно_ADJ,0
шумный_ADJ,1
шуровать_VERB,1
шустрый_ADJ,0
шутливый_ADJ,0
щедрый_NOUN,0
щипаный_ADJ,0
экзотичный_ADJ,0
эклектичный_ADJ,0
эксклюзивный_ADJ,0
элегантный_ADJ,0
элитный_ADJ,0
эстетично_ADJ,0
эстетичный_ADJ,0
этакий_ADJ,0
эффектный_ADJ,0
ягодный_ADJ,0
яичный_ADJ,0
японский_ADJ,0
японско-минималистический_ADJ,0
япошка_NOUN,1
яркий_ADJ,1
ясный_ADJ,0
ароматный_ADJ,1
вежливый_ADJ,1
веселый_ADJ,1
внимательный_ADJ,1
доброжелательный_ADJ,1
дорогой_ADJ,1
интересный_ADJ,1
комфортный_ADJ,1
красивый_ADJ,1
легкий_ADJ,1
любезный_ADJ,1
милый_ADJ,1
мягкий_ADJ,1
недорогой_ADJ,1
ненавязчивый_ADJ,1
обходительный_ADJ,1
оригинальный_ADJ,1
отзывчивый_ADJ,1
предупредительный_ADJ,1
приветливый_ADJ,1
светлый_ADJ,1
симпатичный_ADJ,1
спокойный_ADJ,1
сытный_ADJ,1
теплый_ADJ,1
тихий_ADJ,1
удивительный_ADJ,1
удобный_ADJ,1
уютно_ADJ,1
щедрый_ADJ,1
вежливый_ADJ внимательный_ADJ,1
приятный_ADJ спокойный_ADJ,1
милый_ADJ уютный_ADJ,1
светлый_ADJ приятный_ADJ,1
прием_NOUN радушный_ADJ,1
уютно_ADJ приятно_ADJ,1
девушка_NOUN милая_ADJ,1
нежный_ADJ вкусный_ADJ,1
вкусный_ADJ нежный_ADJ,1
ресторанчик_NOUN милый_ADJ,1
приветливый_ADJ персонал_NOUN,1
персонал_NOUN приветливый_ADJ,1
приветливый_ADJ очень_ADV,1
вечер_NOUN приятный_ADJ,1
уютно_ADJ тепло_ADJ,1
тепло_ADJ уютно_ADJ,1
вкусно_ADJ приятно_ADJ,1
приятно_ADJ вкусно_ADJ,1
приветливый_ADJ Персонал_NOUN,1
приветливый_ADJ и_CCONJ,1
приветливый_ADJ Очень_ADV,1
персонал_NOUN дружелюбный_ADJ,1
вкусно_ADJ уютно_ADJ,1
уютно_ADJ вкусно_ADJ,1
светлый_ADJ просторный_ADJ,1
любимый_NOUN мой_DET,1
вкусно_ADJ свежо_ADJ,1
вечер_NOUN прекрасный_ADJ,1
дружелюбный_ADJ очень_ADV,1
хорошо_ADJ вкусно_ADJ,1
любезный_ADJ очень_ADV,1
вечер_NOUN хороший_ADJ,1
вечер_NOUN чудесный_ADJ,1
человек_NOUN милый_ADJ,1
дружелюбный_ADJ и_CCONJ,1
светлый_ADJ уютный_ADJ,1
вкусно_ADJ сытно_ADJ,1
сервис_NOUN ненавязчивый_ADJ,1
красивый_ADJ уютный_ADJ,1
официантка_NOUN милая_ADJ,1
уютно_ADJ комфортно_ADJ,1
красивый_ADJ вкусный_ADJ,1
гость_NOUN частый_ADJ,1
день_NOUN добрый_ADJ,1
милый_ADJ очень_ADV,1
кофе_NOUN хороший_ADJ,1
сюрприз_NOUN приятный_ADJ,1
красиво_ADJ вкусно_ADJ,1
вкусно_ADJ красиво_ADJ,1
милый_ADJ довольно_ADV,1
сервис_NOUN хороший_ADJ,1
персонал_NOUN доброжелательный_ADJ,1
вкусный_ADJ свежий_ADJ,1
свежий_ADJ вкусный_ADJ,1
дорогой_ADJ самый_ADJ,1
приятно_ADJ видеть_VERB,1
приятель_NOUN мой_DET,1
милая_ADJ очень_ADV,1
милый_ADJ Интерьер_NOUN,1
милый_ADJ и_CCONJ,1
милый_ADJ Очень_ADV,1
персонал_NOUN отзывчивый_ADJ,1
доброжелательный_ADJ очень_ADV,1
вечер_NOUN отличный_ADJ,1
прелесть_NOUN просто_PART,1
обед_NOUN деловой_ADJ,1
простой_ADJ уютный_ADJ,1
десерт_NOUN мой_DET,1
приятно_ADJ посидеть_VERB,1
персонал_NOUN внимательный_ADJ,1
милая_ADJ Очень_ADV,1
милая_ADJ и_CCONJ,1
официант_NOUN приятный_ADJ,1
официант_NOUN вежливый_ADJ,1
вкусно_ADJ дорого_ADJ,1
доброжелательный_ADJ и_CCONJ,1
приятный_ADJ самый_ADJ,1
пожаловать_VERB добро_NOUN,1
внимательный_ADJ очень_ADV,1
отзывчивый_ADJ и_CCONJ,1
прием_NOUN теплый_ADJ,1
вечер_NOUN замечательный_ADJ,1
проведенный_VERB прекрасно_ADV,1
покушать_VERB вкусно_ADV,1
вид_NOUN прекрасный_ADJ,1
дорогой_ADJ не_PART,1
вкусно_ADJ быстро_ADV,1
рад_ADJ я_PRON,1
рад_ADJ был_AUX,1
рад_ADJ и_CCONJ,1
рад_ADJ Я_PRON,1
человек_NOUN приятный_ADJ,1
внимательный_ADJ и_CCONJ,1
внимательный_ADJ Персонал_NOUN,1
внимательный_ADJ Очень_ADV,1
человек_NOUN вежливый_ADJ,1
симпатичный_ADJ очень_ADV,1
десерт_NOUN вкусный_ADJ,1
нежный_ADJ очень_ADV,1
вкусно_ADJ просто_PART,1
просто_ADJ вкусно_ADJ,1
праздник_NOUN прекрасный_ADJ,1
вид_NOUN хороший_ADJ,1
отзыв_NOUN мой_DET,1
приятный_ADJ но_CCONJ,1
вкус_NOUN мой_DET,1
веселый_ADJ и_CCONJ,1
сервис_NOUN отличный_ADJ,1
вкусный_ADJ чай_NOUN,1
чай_NOUN вкусный_ADJ,1
столик_NOUN хороший_ADJ,1
свет_NOUN мягкий_ADJ,1
обходительный_ADJ очень_ADV,1
персонал_NOUN приятный_ADJ,1
дорогой_ADJ и_CCONJ,1
уютно_ADJ достаточно_ADV,1
вежливый_ADJ персонал_NOUN,1
персонал_NOUN вежливый_ADJ,1
заботливый_ADJ и_CCONJ,1
день_NOUN прекрасный_ADJ,1
праздник_NOUN чудесный_ADJ,1
симпатичный_ADJ Интерьер_NOUN,1
приятно_ADJ есть_VERB,1
салат_NOUN теплый_ADJ,1
мило_NOUN очень_ADV,1
мило_VERB очень_ADV,1
вечер_NOUN тот_DET,1
нежный_ADJ и_CCONJ,1
уголок_NOUN уютный_ADJ,1
приятный_ADJ очень_ADV,1
вежливый_ADJ очень_ADV,1
спокойный_ADJ и_CCONJ,1
спокойный_ADJ Интерьер_NOUN,1
приятный_ADJ не_PART,1
вкусный_ADJ такой_DET,1
вечер_NOUN праздничный_ADJ,1
сказать_VERB вкусно_ADJ,1
звук_NOUN хороший_ADJ,1
приятный_ADJ довольно_ADV,1
ресторан_NOUN дорогой_ADJ,1
столик_NOUN удобный_ADJ,1
приятно_ADJ смотреть_VERB,1
вкусно_ADJ главное_NOUN,1
замечательный_ADJ просто_PART,1
отдохнуть_VERB просто_PART,1
обходительный_ADJ и_CCONJ,1
вид_NOUN красивый_ADJ,1
может_VERB радовать_VERB,1
визит_NOUN мой_DET,1
чай_NOUN горячий_ADJ,1
кофе_NOUN вкусный_ADJ,1
хорошо_ADJ есть_AUX,1
салат_NOUN легкий_ADJ,1
горячее_ADJ десерт_NOUN,1
мило_VERB Все_PRON,1
мило_VERB и_PART,1
мило_VERB и_CCONJ,1
мило_VERB Очень_ADV,1
выразить_VERB признательность_NOUN,1
приятный_ADJ Интерьер_NOUN,1
приятный_ADJ и_CCONJ,1
приятный_ADJ Очень_ADV,1
приятный_ADJ вполне_ADV,1
приятный_ADJ Сервис_NOUN,1
приятный_ADJ Персонал_NOUN,1
Интерьер_NOUN приятный_ADJ,1
красивый_ADJ самый_ADJ,1
вежливый_ADJ и_CCONJ,1
вежливый_ADJ Персонал_NOUN,1
хороший_ADJ но_CCONJ,1
вкусный_ADJ просто_PART,1
посидеть_VERB отдохнуть_VERB,1
интерьер_NOUN милый_ADJ,1
муж_NOUN мой_DET,1
мило_VERB так_ADV,1
спутник_NOUN мой_DET,1
чай_NOUN кофе_NOUN,1
кофе_NOUN чай_NOUN,1
ненавязчивый_ADJ и_CCONJ,1
мелочь_NOUN приятно_ADJ,1
завтрак_NOUN поздний_ADJ,1
зал_NOUN светлый_ADJ,1
ужин_NOUN поздний_ADJ,1
персонал_NOUN хороший_ADJ,1
вкус_NOUN аромат_NOUN,1
бульон_NOUN легкий_ADJ,1
приятно_ADJ провести_VERB,1
провести_VERB приятно_ADJ,1
приятно_ADJ бы_AUX,1
приятно_ADJ общаться_VERB,1
встретили_VERB радушно_ADV,1
вкусно_ADJ достаточно_ADV,1
доброжелательность_NOUN и_CCONJ,1
замечательно_ADJ просто_PART,1
провести_VERB весело_ADV,1
хороший_ADJ очень_ADV,1
зал_NOUN красивый_ADJ,1
ресторан_NOUN приятный_ADJ,1
ароматный_ADJ очень_ADV,1
приятная_ADJ атмосфера_NOUN,0
атмосфера_NOUN домашняя_ADJ,0
атмосфера_NOUN хорошая_ADJ,0
атмосфера_NOUN Уютная_ADJ,0
атмосфера_NOUN Приятная_ADJ,0
атмосфера_NOUN уютная_ADJ,0
атмосфера_NOUN и_CCONJ,0
атмосфера_NOUN приятная_ADJ,0
уютная_ADJ атмосфера_NOUN,0
атмосфера_NOUN ресторана_NOUN,0
год_NOUN ресторане_NOUN в_ADP,0
Отмечали_VERB год_NOUN,0
год_NOUN 1_NUM,0
год_NOUN уже_ADV,0
год_NOUN 2_NUM,0
год_NOUN Новый_ADJ,0
год_NOUN назад_ADV,0
год_NOUN в_ADP,0
хочется_VERB совсем_ADV,0
понравилось_VERB совсем_ADV,0
понравился_VERB совсем_ADV,0
хотелось_VERB совсем_ADV,0
другие_ADJ совсем_ADV,0
другая_ADJ совсем_ADV,0
другое_ADJ совсем_ADV,0
поделать_VERB что_PRON,0
ресторан_NOUN обслуживание_NOUN,0
уровень_NOUN на_ADP,0
попасть_VERB туда_ADV,0
нормально_ADJ что_SCONJ,0
было_VERB обслуживание_NOUN,0
атмосфера_NOUN сама_ADJ,0
год_NOUN на_ADP,0
место_NOUN не_PART,0
нет_VERB обслуживание_NOUN,0
год_NOUN последний_ADJ,0
место_NOUN еще_ADV,0
пуза_NOUN от_ADP,0
место_NOUN то_DET,0
место_NOUN то_SCONJ,0
ерунда_NOUN это_PRON,0
год_NOUN первый_ADJ,0
бред_NOUN за_ADP,0
интерьер_NOUN за_ADP,0
было_VERB совсем_ADV,0
интерьер_NOUN как_SCONJ,0
обслуживание_NOUN тоже_PART,0
нет_VERB совсем_ADV,0
место_NOUN демократичное_ADJ,0
место_NOUN спокойное_ADJ,0
место_NOUN удачное_ADJ,0
место_NOUN Милое_ADJ,0
Резюме_NOUN место_NOUN,0
нравится_VERB место_NOUN,0
место_NOUN парковочное_ADJ,0
место_NOUN плохое_ADJ,0
понравилось_VERB место_NOUN,0
нашли_VERB место_NOUN,0
место_NOUN свободное_ADJ,0
место_NOUN районе_NOUN в_ADP,0
место_NOUN отвратительное_ADJ,0
место_NOUN Любимое_ADJ,0
место_NOUN удобное_ADJ,0
место_NOUN интерьером_NOUN с_ADP,0
место_NOUN самое_ADJ,0
место_NOUN а_CCONJ,0
место_NOUN душевное_ADJ,0
место_NOUN ужасное_ADJ,0
место_NOUN общем_ADJ,0
место_NOUN нормальное_ADJ,0
искали_VERB место_NOUN,0
место_NOUN целом_NOUN в_ADP,0
люблю_VERB место_NOUN,0
пойду_VERB место_NOUN в_ADP,0
выбирали_VERB место_NOUN,0
выбрали_VERB место_NOUN,0
место_NOUN Отвратительное_ADJ,0
выбрала_VERB место_NOUN,0
показалось_VERB место_NOUN,0
кажется_VERB место_NOUN,0
выбирала_VERB место_NOUN,0
получилось_VERB место_NOUN,0
Есть_VERB место_NOUN,0
Обожаю_VERB место_NOUN,0
посетили_VERB место_NOUN,0
искала_VERB место_NOUN,0
испортилось_VERB место_NOUN,0
Люблю_VERB место_NOUN,0
советую_VERB место_NOUN,0
открыли_VERB место_NOUN,0
подойдет_VERB место_NOUN,0
нашел_VERB место_NOUN,0
нашла_VERB место_NOUN,0
хочется_VERB место_NOUN,0
рекомендую_VERB место_NOUN,0
стало_VERB место_NOUN,0
подходит_VERB место_NOUN,0
появилось_VERB место_NOUN,0
нашлось_VERB место_NOUN,0
место_NOUN хочется_VERB,0
плохое_ADJ место_NOUN,0
место_NOUN чудесное_ADJ,0
место_NOUN приличное_ADJ,0
место_NOUN любимое_ADJ,0
место_NOUN замечательное_ADJ,0
место_NOUN единственное_ADJ,0
место_NOUN Это_DET,0
место_NOUN Это_PRON,0
место_NOUN Замечательное_ADJ,0
место_NOUN лучшее_ADJ,0
место_NOUN Прекрасное_ADJ,0
место_NOUN идеальное_ADJ,0
место_NOUN новое_ADJ,0
место_NOUN Приятное_ADJ,0
место_NOUN и_CCONJ,0
место_NOUN такое_DET,0
место_NOUN уютное_ADJ,0
место_NOUN Хорошее_ADJ,0
место_NOUN отличное_ADJ,0
место_NOUN другое_ADJ,0
место_NOUN хорошее_ADJ,0
место_NOUN приятное_ADJ,0
место_NOUN Отличное_ADJ,0
место_NOUN наше_DET,0
приятное_ADJ место_NOUN,0
хорошее_ADJ место_NOUN,0
место_NOUN прекрасное_ADJ,0
место_NOUN в_ADP,0
место_NOUN данное_ADJ,0
место_NOUN интересное_ADJ,0
место_NOUN само_ADJ,0
место_NOUN красивое_ADJ,0
место_NOUN тихое_ADJ,0
место_NOUN Ужасное_ADJ,0
место_NOUN расположения_NOUN,0
место_NOUN Чудесное_ADJ,0
место_NOUN кухней_NOUN с_ADP,0
место_NOUN целом_NOUN В_ADP,0
место_NOUN подходящее_ADJ,0
место_NOUN мое_DET,0
место_NOUN Неплохое_ADJ,0
место_NOUN и_PART,0
место_NOUN &quot_X,0
место_NOUN одно_NUM,0
место_NOUN А_CCONJ,0
место_NOUN неплохое_ADJ,0
место_NOUN милое_ADJ,0
место_NOUN общем_ADJ В_ADP,0
место_NOUN достойное_ADJ,0
место_NOUN Идеальное_ADJ,0
место_NOUN В_ADP,0
место_NOUN центре_NOUN в_ADP,0
место_NOUN городе_NOUN в_ADP,0
раз_NOUN год_NOUN в_ADP,0
место_NOUN на_ADP,0
обслуживание_NOUN про_ADP,0
быть_VERB место_NOUN,0
место_NOUN было_AUX,0
было_VERB место_NOUN,0
место_NOUN обеда_NOUN для_ADP,0
нет_VERB место_NOUN,0
город_NOUN за_ADP,0
следствие_NOUN как_SCONJ,0
город_NOUN через_ADP,0
место_NOUN это_DET,0
место_NOUN это_PRON,0
год_NOUN почти_ADV,0
обслуживание_NOUN за_ADP,0
Спасибо_NOUN обслуживание_NOUN за_ADP,0
обслуживание_NOUN как_SCONJ,0
интерьер_NOUN обслуживание_NOUN,0
обслуживание_NOUN интерьер_NOUN,0
год_NOUN за_ADP,0
год_NOUN через_ADP,0
обслуживание_NOUN вот_PART,0
место_NOUN вечера_NOUN для_ADP,0
место_NOUN про_ADP,0
место_NOUN обедов_NOUN для_ADP,0
место_NOUN меня_PRON для_ADP,0
место_NOUN для_ADP,0
место_NOUN встречи_NOUN для_ADP,0
место_NOUN того_PRON для_ADP,0
место_NOUN парковки_NOUN для_ADP,0
место_NOUN встреч_NOUN для_ADP,0
место_NOUN ужина_NOUN для_ADP,0
место_NOUN танцев_NOUN для_ADP,0
место_NOUN посиделок_NOUN для_ADP,0
место_NOUN отдыха_NOUN для_ADP,0
место_NOUN проведения_NOUN для_ADP,0
интерьер_NOUN атмосфера_NOUN,0
атмосфера_NOUN интерьер_NOUN,0
место_NOUN что_SCONJ,0
зацепиться_VERB что_PRON за_ADP,0
место_NOUN за_ADP,0
место_NOUN как_SCONJ,0
место_NOUN интерьер_NOUN,0
атмосфера_NOUN обслуживание_NOUN,0
обслуживание_NOUN атмосфера_NOUN,0
место_NOUN обслуживание_NOUN,0
